"","POPULATION","CU_NAME","FULL_CU_IN","POP_ID","SPECIES_QUALIFIED","SPECIES","AREA","FAZ","MAZ","QUALITY","weight","nYears","CU_findex","PSE_region"
"PKO43732","Green River (Bella Coola) Pink","HECATE STRAIT-FJORDS","PKO-13",43732,"PKO","Pink","8","NC","HStr",5,0.119202922022118,9,NA,"Central Coast"
"PKO43737","Kadjusdis River (Bella Bella) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43737,"PKO","Pink","7","HecLow","HStr",5,0.119202922022118,24,NA,"Central Coast"
"PKO43742","Kunsoot River (Bella Bella) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43742,"PKO","Pink","7","HecLow","HStr",5,0.119202922022118,28,NA,"Central Coast"
"PKO43747","Drew Creek (Bella Bella) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43747,"PKO","Pink","7","HecLow","HStr",7,0.119202922022118,1,NA,"Central Coast"
"PKO43752","Beale's Lagoon Creek (Bella Bella) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43752,"PKO","Pink","7","HecLow","HStr",5.2,0.119202922022118,26,NA,"Central Coast"
"PKO43757","Sally Creek (Bella Bella) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43757,"PKO","Pink","7","HecLow","HStr",6,0.119202922022118,11,NA,"Central Coast"
"PKO43767","Deer Pass Lagoon Creeks (Bella Bella) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43767,"PKO","Pink","7","HecLow","HStr",7,0.119202922022118,6,NA,"Central Coast"
"PKO43772","Webster Lake Creek (Bella Bella) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43772,"PKO","Pink","7","HecLow","HStr",4.66666666666667,0.119202922022118,26,NA,"Central Coast"
"PKO43777","Kwakiutl Creek (Bella Bella) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43777,"PKO","Pink","7","HecLow","HStr",5,0.119202922022118,2,NA,"Central Coast"
"PKO43782","Robinson Creeks (Bella Bella) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43782,"PKO","Pink","7","HecLow","HStr",7,0.119202922022118,5,NA,"Central Coast"
"PKO43787","Bulley Bay Creek (Bella Bella) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43787,"PKO","Pink","7","HecLow","HStr",5,0.119202922022118,21,NA,"Central Coast"
"PKO43792","Price Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43792,"PKO","Pink","6","HecLow","HStr",5.25,0.119202922022118,23,NA,"Central Coast"
"PKO43802","Quigley Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43802,"PKO","Pink","6","HecLow","HStr",4.5,0.119202922022118,27,NA,"Central Coast"
"PKO43807","Powles Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43807,"PKO","Pink","6","HecLow","HStr",4.8,0.119202922022118,25,NA,"Central Coast"
"PKO43812","Blee Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43812,"PKO","Pink","6","HecLow","HStr",4.75,0.119202922022118,29,NA,"Central Coast"
"PKO43817","Bloomfield Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43817,"PKO","Pink","6","HecLow","HStr",4.28571428571429,0.119202922022118,30,NA,"Central Coast"
"PKO43822","Fifer Cove Creek (Kitimat-Butedale) Pink","HECATE STRAIT-FJORDS","PKO-13",43822,"PKO","Pink","6","NC","HStr",4.25,0.119202922022118,19,NA,"Central Coast"
"PKO43827","Dally Creek (Kitimat-Butedale) Pink","HECATE STRAIT-FJORDS","PKO-13",43827,"PKO","Pink","6","NC","HStr",4.75,0.119202922022118,20,NA,"Central Coast"
"PKO43832","Snass Creek (Grenville Principe) Pink","NASS-SKEENA ESTUARY","PKO-14",43832,"PKO","Pink","5","HecLow","NSKEst",7,0.119202922022118,12,NA,"Skeena"
"PKO43837","Kitkatla Creek (Grenville Principe) Pink","NASS-SKEENA ESTUARY","PKO-14",43837,"PKO","Pink","5","HecLow","NSKEst",4.25,0.119202922022118,28,NA,"Skeena"
"PKO43842","Little Useless Creek (Lower Skeena) Pink","NASS-SKEENA ESTUARY","PKO-14",43842,"PKO","Pink","4A","HecLow","NSKEst",7,0.119202922022118,17,NA,"Skeena"
"PKO43847","Useless Creek (Lower Skeena) Pink","NASS-SKEENA ESTUARY","PKO-14",43847,"PKO","Pink","4A","HecLow","NSKEst",4,0.119202922022118,25,NA,"Skeena"
"PKO43852","Hunt Inlet Creek (Lower Skeena) Pink","NASS-SKEENA ESTUARY","PKO-14",43852,"PKO","Pink","4A","HecLow","NSKEst",7,0.119202922022118,2,NA,"Skeena"
"PKO43872","Arnoup Creek (Kitimat-Butedale) Pink","HECATE STRAIT-FJORDS","PKO-13",43872,"PKO","Pink","6","NC","HStr",3.75,0.119202922022118,32,NA,"Central Coast"
"PKO43877","Ronald Creek (Kitimat-Butedale) Pink","HECATE STRAIT-FJORDS","PKO-13",43877,"PKO","Pink","6","NC","HStr",4.5,0.119202922022118,13,NA,"Central Coast"
"PKO43882","Nais Creek (Kitimat-Butedale) Pink","HECATE STRAIT-FJORDS","PKO-13",43882,"PKO","Pink","6","NC","HStr",4.28571428571429,0.119202922022118,30,NA,"Central Coast"
"PKO43887","Packe Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43887,"PKO","Pink","6","HecLow","HStr",4.33333333333333,0.119202922022118,15,NA,"Central Coast"
"PKO43892","Tyler Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43892,"PKO","Pink","6","HecLow","HStr",4.33333333333333,0.119202922022118,33,NA,"Central Coast"
"PKO43897","Pyne Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43897,"PKO","Pink","6","HecLow","HStr",4.28571428571429,0.119202922022118,29,NA,"Central Coast"
"PKO43902","Busey Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43902,"PKO","Pink","6","HecLow","HStr",7,0.119202922022118,6,NA,"Central Coast"
"PKO43907","Trahey Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43907,"PKO","Pink","6","HecLow","HStr",4,0.119202922022118,22,NA,"Central Coast"
"PKO43912","Steep Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43912,"PKO","Pink","6","HecLow","HStr",4.5,0.119202922022118,10,NA,"Central Coast"
"PKO43917","Dallain Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43917,"PKO","Pink","6","HecLow","HStr",5,0.119202922022118,10,NA,"Central Coast"
"PKO43922","Talamoosa Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43922,"PKO","Pink","6","HecLow","HStr",7,0.119202922022118,9,NA,"Central Coast"
"PKO43932","Evinrude Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43932,"PKO","Pink","6","HecLow","HStr",7,0.119202922022118,7,NA,"Central Coast"
"PKO43937","Wale Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43937,"PKO","Pink","6","HecLow","HStr",6,0.119202922022118,16,NA,"Central Coast"
"PKO43942","Argyh Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43942,"PKO","Pink","6","HecLow","HStr",7,0.119202922022118,10,NA,"Central Coast"
"PKO43947","Penn Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43947,"PKO","Pink","6","HecLow","HStr",7,0.119202922022118,6,NA,"Central Coast"
"PKO43952","Roland Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43952,"PKO","Pink","6","HecLow","HStr",7,0.119202922022118,11,NA,"Central Coast"
"PKO43957","Douglas Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43957,"PKO","Pink","6","HecLow","HStr",6,0.119202922022118,19,NA,"Central Coast"
"PKO43962","Chapple Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43962,"PKO","Pink","6","HecLow","HStr",7,0.119202922022118,18,NA,"Central Coast"
"PKO43967","Barnard Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43967,"PKO","Pink","6","HecLow","HStr",3.4,0.119202922022118,35,NA,"Central Coast"
"PKO43972","West Arm Creek (Kitimat-Butedale) Pink","HECATE STRAIT-FJORDS","PKO-13",43972,"PKO","Pink","6","NC","HStr",4.11111111111111,0.119202922022118,30,NA,"Central Coast"
"PKO43977","East Arm Creek (Kitimat-Butedale) Pink","HECATE STRAIT-FJORDS","PKO-13",43977,"PKO","Pink","6","NC","HStr",3.7,0.119202922022118,33,NA,"Central Coast"
"PKO43982","Whalen Creek (Kitimat-Butedale) Pink","HECATE STRAIT-FJORDS","PKO-13",43982,"PKO","Pink","6","NC","HStr",3.8,0.731058578630005,10,NA,"Central Coast"
"PKO43987","Devil Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43987,"PKO","Pink","6","HecLow","HStr",7,0.119202922022118,17,NA,"Central Coast"
"PKO43992","Limestone Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43992,"PKO","Pink","6","HecLow","HStr",5,0.119202922022118,25,NA,"Central Coast"
"PKO43997","Fury Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43997,"PKO","Pink","6","HecLow","HStr",7,0.119202922022118,22,NA,"Central Coast"
"PKO44002","Don Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44002,"PKO","Pink","6","HecLow","HStr",7,0.119202922022118,12,NA,"Central Coast"
"PKO44007","Linnea Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44007,"PKO","Pink","6","HecLow","HStr",7,0.119202922022118,9,NA,"Central Coast"
"PKO44012","Duffey Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44012,"PKO","Pink","6","HecLow","HStr",4,0.119202922022118,15,NA,"Central Coast"
"PKO44017","Noble  Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44017,"PKO","Pink","6","HecLow","HStr",4,0.119202922022118,12,NA,"Central Coast"
"PKO44022","Kdelmashan Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44022,"PKO","Pink","6","HecLow","HStr",7,0.119202922022118,14,NA,"Central Coast"
"PKO44027","Sentinel Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44027,"PKO","Pink","6","HecLow","HStr",7,0.119202922022118,9,NA,"Central Coast"
"PKO44032","Clifford Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44032,"PKO","Pink","6","HecLow","HStr",7,0.119202922022118,12,NA,"Central Coast"
"PKO44037","Flux Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44037,"PKO","Pink","6","HecLow","HStr",5,0.119202922022118,16,NA,"Central Coast"
"PKO44042","Mcdonald Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44042,"PKO","Pink","6","HecLow","HStr",7,0.119202922022118,5,NA,"Central Coast"
"PKO44047","Little Kettle Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44047,"PKO","Pink","6","HecLow","HStr",7,0.119202922022118,2,NA,"Central Coast"
"PKO44052","Salmon Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44052,"PKO","Pink","6","HecLow","HStr",7,0.119202922022118,8,NA,"Central Coast"
"PKO44057","Eagle Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44057,"PKO","Pink","6","HecLow","HStr",4.33333333333333,0.119202922022118,24,NA,"Central Coast"
"PKO44062","Treneman Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44062,"PKO","Pink","6","HecLow","HStr",7,0.119202922022118,9,NA,"Central Coast"
"PKO44067","Stannard Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44067,"PKO","Pink","6","HecLow","HStr",5,0.119202922022118,24,NA,"Central Coast"
"PKO44072","Borrowman Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44072,"PKO","Pink","6","HecLow","HStr",4.25,0.119202922022118,28,NA,"Central Coast"
"PKO44077","Fish Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44077,"PKO","Pink","6","HecLow","HStr",7,0.119202922022118,15,NA,"Central Coast"
"PKO44087","Estevan Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44087,"PKO","Pink","6","HecLow","HStr",7,0.119202922022118,2,NA,"Central Coast"
"PKO44092","Cartwright Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44092,"PKO","Pink","6","HecLow","HStr",7,0.119202922022118,11,NA,"Central Coast"
"PKO44097","Mcmicking Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44097,"PKO","Pink","6","HecLow","HStr",7,0.119202922022118,7,NA,"Central Coast"
"PKO44107","Gil Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44107,"PKO","Pink","6","HecLow","HStr",3.45454545454545,0.119202922022118,33,NA,"Central Coast"
"PKO44112","Ledge Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44112,"PKO","Pink","6","HecLow","HStr",7,0.119202922022118,1,NA,"Central Coast"
"PKO44117","Skinner Island Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44117,"PKO","Pink","6","HecLow","HStr",7,0.119202922022118,20,NA,"Central Coast"
"PKO44122","Black Rock Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44122,"PKO","Pink","6","HecLow","HStr",4.25,0.119202922022118,28,NA,"Central Coast"
"PKO44127","Turn Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44127,"PKO","Pink","6","HecLow","HStr",3.90909090909091,0.119202922022118,36,NA,"Central Coast"
"PKO44132","Crane Bay Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44132,"PKO","Pink","6","HecLow","HStr",4.09090909090909,0.119202922022118,22,NA,"Central Coast"
"PKO44137","Turtle Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44137,"PKO","Pink","6","HecLow","HStr",3.54545454545455,0.119202922022118,32,NA,"Central Coast"
"PKO44142","Gribble Island Creek (Kitimat-Butedale) Pink","HECATE STRAIT-FJORDS","PKO-13",44142,"PKO","Pink","6","NC","HStr",3.81818181818182,0.119202922022118,14,NA,"Central Coast"
"PKO44147","Riordan Creek (Kitimat-Butedale) Pink","HECATE STRAIT-FJORDS","PKO-13",44147,"PKO","Pink","6","NC","HStr",3.54545454545455,0.119202922022118,30,NA,"Central Coast"
"PKO44152","Evelyn Creek (Kitimat-Butedale) Pink","HECATE STRAIT-FJORDS","PKO-13",44152,"PKO","Pink","6","NC","HStr",3.09090909090909,0.119202922022118,36,NA,"Central Coast"
"PKO44157","Verney Passage Creek (Kitimat-Butedale) Pink","HECATE STRAIT-FJORDS","PKO-13",44157,"PKO","Pink","6","NC","HStr",3.63636363636364,0.119202922022118,19,NA,"Central Coast"
"PKO44162","Fishtrap Bay Creek (Kitimat-Butedale) Pink","HECATE STRAIT-FJORDS","PKO-13",44162,"PKO","Pink","6","NC","HStr",4.42857142857143,0.119202922022118,14,NA,"Central Coast"
"PKO44167","Little Tillhorn Creek (Kitimat-Butedale) Pink","HECATE STRAIT-FJORDS","PKO-13",44167,"PKO","Pink","6","NC","HStr",3.6,0.119202922022118,25,NA,"Central Coast"
"PKO44172","Big Tillhorn Creek (Kitimat-Butedale) Pink","HECATE STRAIT-FJORDS","PKO-13",44172,"PKO","Pink","6","NC","HStr",3.45454545454545,0.119202922022118,28,NA,"Central Coast"
"PKO44177","Lagoon Creek (Grenville Principe) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44177,"PKO","Pink","5","HecLow","HStr",3.5,0.119202922022118,7,NA,"Central Coast"
"PKO44182","Stewart Creek (Grenville Principe) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44182,"PKO","Pink","5","HecLow","HStr",3.85714285714286,0.119202922022118,26,NA,"Central Coast"
"PKO44187","False Stewart Creek (Grenville Principe) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44187,"PKO","Pink","5","HecLow","HStr",3.83333333333333,0.119202922022118,29,NA,"Central Coast"
"PKO44192","Pa-Aat River (Grenville Principe) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44192,"PKO","Pink","5","HecLow","HStr",3.77777777777778,0.119202922022118,34,NA,"Central Coast"
"PKO44197","Salter Lake Creek (Grenville Principe) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44197,"PKO","Pink","5","HecLow","HStr",3,0.119202922022118,8,NA,"Central Coast"
"PKO44202","Tsimtack Lake Creek (Grenville Principe) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44202,"PKO","Pink","5","HecLow","HStr",3.875,0.119202922022118,26,NA,"Central Coast"
"PKO44207","Cridge Inlet Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44207,"PKO","Pink","6","HecLow","HStr",7,0.119202922022118,3,NA,"Central Coast"
"PKO44212","Tuwartz Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44212,"PKO","Pink","6","HecLow","HStr",7,0.119202922022118,15,NA,"Central Coast"
"PKO44217","Cherry Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44217,"PKO","Pink","6","HecLow","HStr",7,0.119202922022118,10,NA,"Central Coast"
"PKO44222","Monckton Inlet Creek (Grenville Principe) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44222,"PKO","Pink","5","HecLow","HStr",7,0.119202922022118,5,NA,"Central Coast"
"PKO44227","Port Stephens Creek (Grenville Principe) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44227,"PKO","Pink","5","HecLow","HStr",7,0.119202922022118,14,NA,"Central Coast"
"PKO44232","Oar Point Creek (Grenville Principe) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44232,"PKO","Pink","5","HecLow","HStr",7,0.119202922022118,1,NA,"Central Coast"
"PKO44237","Mikado Creek (Grenville Principe) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44237,"PKO","Pink","5","HecLow","HStr",3,0.119202922022118,21,NA,"Central Coast"
"PKO44242","Devon Lake Creek (Grenville Principe) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44242,"PKO","Pink","5","HecLow","HStr",4,0.119202922022118,13,NA,"Central Coast"
"PKO44247","Curtis Inlet Creek (Grenville Principe) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44247,"PKO","Pink","5","HecLow","HStr",4,0.119202922022118,20,NA,"Central Coast"
"PKO44252","Sheneeza Creek (Grenville Principe) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44252,"PKO","Pink","5","HecLow","HStr",7,0.119202922022118,4,NA,"Central Coast"
"PKO44257","Wilson Creek (Grenville Principe) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44257,"PKO","Pink","5","HecLow","HStr",4,0.119202922022118,13,NA,"Central Coast"
"PKO44262","Markle Inlet Creek (Grenville Principe) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44262,"PKO","Pink","5","HecLow","HStr",3.85714285714286,0.119202922022118,13,NA,"Central Coast"
"PKO44267","Hevenor Inlet Creek (Grenville Principe) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44267,"PKO","Pink","5","HecLow","HStr",4,0.119202922022118,20,NA,"Central Coast"
"PKO44272","Newcombe Harbour Creek (Grenville Principe) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44272,"PKO","Pink","5","HecLow","HStr",4,0.119202922022118,23,NA,"Central Coast"
"PKO44277","Captain Cove Creek (Grenville Principe) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44277,"PKO","Pink","5","HecLow","HStr",3.3,0.119202922022118,35,NA,"Central Coast"
"PKO44282","Alpha Creek (Grenville Principe) Pink","NASS-SKEENA ESTUARY","PKO-14",44282,"PKO","Pink","5","HecLow","NSKEst",3.5,0.119202922022118,35,NA,"Skeena"
"PKO44287","End Hill Creek (Grenville Principe) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44287,"PKO","Pink","5","HecLow","HStr",5,0.119202922022118,23,NA,"Central Coast"
"PKO44292","Spencer Creek (Grenville Principe) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44292,"PKO","Pink","5","HecLow","HStr",4,0.119202922022118,15,NA,"Central Coast"
"PKO44297","Bolton Creek (Grenville Principe) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44297,"PKO","Pink","5","HecLow","HStr",4.66666666666667,0.119202922022118,21,NA,"Central Coast"
"PKO44302","Kooryet Creek (Grenville Principe) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44302,"PKO","Pink","5","HecLow","HStr",4.33333333333333,0.119202922022118,29,NA,"Central Coast"
"PKO44307","Keecha Creek (Grenville Principe) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44307,"PKO","Pink","5","HecLow","HStr",7,0.119202922022118,21,NA,"Central Coast"
"PKO44312","Deer Lake Creek (Grenville Principe) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44312,"PKO","Pink","5","HecLow","HStr",5,0.119202922022118,21,NA,"Central Coast"
"PKO44322","Lewis Creek (Grenville Principe) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44322,"PKO","Pink","5","HecLow","HStr",7,0.119202922022118,2,NA,"Central Coast"
"PKO44327","Indian Harbour Creek (Grenville Principe) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44327,"PKO","Pink","5","HecLow","HStr",7,0.119202922022118,2,NA,"Central Coast"
"PKO44332","Banks Lakes Creek (Grenville Principe) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44332,"PKO","Pink","5","HecLow","HStr",7,0.119202922022118,3,NA,"Central Coast"
"PKO44342","Bonilla Arm Creek (Grenville Principe) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44342,"PKO","Pink","5","HecLow","HStr",7,0.119202922022118,19,NA,"Central Coast"
"PKO44347","Keneegibaal Creek (Grenville Principe) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44347,"PKO","Pink","5","HecLow","HStr",7,0.119202922022118,16,NA,"Central Coast"
"PKO44352","Rawlinson Anchorage Creek (Grenville Principe) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44352,"PKO","Pink","5","HecLow","HStr",7,0.119202922022118,15,NA,"Central Coast"
"PKO44357","Deadman Creek (Grenville Principe) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44357,"PKO","Pink","5","HecLow","HStr",7,0.119202922022118,13,NA,"Central Coast"
"PKO44362","Shaw Creek (Grenville Principe) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44362,"PKO","Pink","5","HecLow","HStr",3.83333333333333,0.119202922022118,31,NA,"Central Coast"
"PKO44367","Ryan Creek (Grenville Principe) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44367,"PKO","Pink","5","HecLow","HStr",4.33333333333333,0.119202922022118,25,NA,"Central Coast"
"PKO44372","Keswar Creek (Grenville Principe) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44372,"PKO","Pink","5","HecLow","HStr",5,0.119202922022118,22,NA,"Central Coast"
"PKO44377","Hankin Creek (Grenville Principe) Pink","HECATE STRAIT-LOWLANDS","PKO-12",44377,"PKO","Pink","5","HecLow","HStr",4.25,0.119202922022118,29,NA,"Central Coast"
"PKO44382","Humpback Creek (Lower Skeena) Pink","NASS-SKEENA ESTUARY","PKO-14",44382,"PKO","Pink","4A","HecLow","NSKEst",3.5,0.119202922022118,27,NA,"Skeena"
"PKO44387","Chismore Creek (Lower Skeena) Pink","NASS-SKEENA ESTUARY","PKO-14",44387,"PKO","Pink","4A","HecLow","NSKEst",3,0.119202922022118,9,NA,"Skeena"
"PKO44392","Spiller River (Lower Skeena) Pink","NASS-SKEENA ESTUARY","PKO-14",44392,"PKO","Pink","4A","HecLow","NSKEst",3.2,0.119202922022118,34,NA,"Skeena"
"PKO44397","Oona River (Lower Skeena) Pink","NASS-SKEENA ESTUARY","PKO-14",44397,"PKO","Pink","4A","HecLow","NSKEst",3.83333333333333,0.119202922022118,31,NA,"Skeena"
"PKO44402","Billy Creek (Grenville Principe) Pink","NASS-SKEENA ESTUARY","PKO-14",44402,"PKO","Pink","5","HecLow","NSKEst",3,0.119202922022118,24,NA,"Skeena"
"PKO44407","West Creek (Grenville Principe) Pink","NASS-SKEENA ESTUARY","PKO-14",44407,"PKO","Pink","5","HecLow","NSKEst",3,0.119202922022118,12,NA,"Skeena"
"PKO44412","Wolf Creek (Grenville Principe) Pink","NASS-SKEENA ESTUARY","PKO-14",44412,"PKO","Pink","5","HecLow","NSKEst",3.875,0.119202922022118,33,NA,"Skeena"
"PKO44417","Head Creek (Grenville Principe) Pink","NASS-SKEENA ESTUARY","PKO-14",44417,"PKO","Pink","5","HecLow","NSKEst",3.44444444444444,0.119202922022118,34,NA,"Skeena"
"PKO44422","Foote Creek (Grenville Principe) Pink","NASS-SKEENA ESTUARY","PKO-14",44422,"PKO","Pink","5","HecLow","NSKEst",7,0.119202922022118,13,NA,"Skeena"
"PKO44427","Porcher Creek (Grenville Principe) Pink","NASS-SKEENA ESTUARY","PKO-14",44427,"PKO","Pink","5","HecLow","NSKEst",3.85714285714286,0.119202922022118,32,NA,"Skeena"
"PKO44432","Phoenix Creek (Grenville Principe) Pink","NASS-SKEENA ESTUARY","PKO-14",44432,"PKO","Pink","5","HecLow","NSKEst",6.33333333333333,0.119202922022118,20,NA,"Skeena"
"PKO44437","Wathlsto Creek (Kitimat-Butedale) Pink","HECATE STRAIT-FJORDS","PKO-13",44437,"PKO","Pink","6","NC","HStr",3.5,0.880797077977882,4,NA,"Central Coast"
"PKO44496","Chilcotin River (Lower) (Williams Lake Area) Pink","FRASER RIVER","PKO-1",44496,"PKO","Pink","29G","MFR","GStr",7,0.119202922022118,1,NA,"Fraser"
"PKO44540","Seton River (Lillooet) Pink","FRASER RIVER","PKO-1",44540,"PKO","Pink","29F","MFR","GStr",7,0.119202922022118,13,NA,"Fraser"
"PKO44551","Fraser River and Tributaries (Mission) Pink","FRASER RIVER","PKO-1",44551,"PKO","Pink","29D","LFR","GStr",2,0.952574126822433,5,NA,"Fraser"
