"MAP_LABEL","GFE_ID","SYSTEM_SITE","GFE_TYPE","SPECIES_QUALIFIED","Y_LAT","X_LONGT","FAZ_ACRO","MAZ_ACRO","JAZ_ACRO","CU_NAME","CU_ACRO","CU_LAT","CU_LONGT","CU_TYPE","CU_INDEX","FULL_CU_IN","SBJ_ID","POP_ID","IS_INDICATOR","CMNTS","EFFECTIVE_DT","WATERSHED_CDE","FWA_WATERSHED_CDE"
21,122,"YALE CREEK","Stream","CM","49.562360248","-121.424446881","FRCany","GStr","FRCany+GStr","INTERIOR FRASER<<BIN>>","IntFr","49.8326244192286","-121.486363787476","Bin","9004","CM-9004",4,47149,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - was CM-01 FRCanyon prior to rev.4",2013-08-12,"100-130700-00000-00000-0000-0000-000-000-000-000-000-000","100-129251-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
1,1210,"SHAWNIGAN CREEK","Stream","CK","48.655890824","-123.560821512","EVI","GStr","EVI+GStr","SOUTH-MISCELLANEOUS<<BIN>>","sBC-misc","48.655890824","-123.560821512","Bin","9005","CK-9005",5,40043,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - Hatchery dependent, stocked with Cowichan/Kok",2013-07-18,"920-235800-00000-00000-0000-0000-000-000-000-000-000-000","920-232404-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
1,132,"GATES CREEK","Stream","PKE","50.551812551","-122.473129333","MFR","GStr","MFR+GStr","FRASER RIVER<<BIN>>","FR","50.551812551","-122.473129333","Bin","9005","PKE-9005",3,47215,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2013-08-14,"100-235900-99100-00000-0000-0000-000-000-000-000-000-000","100-233886-990253-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
1,14,"ALOUETTE RIVER","Stream","CK","49.264546034","-122.707354102","LFR","GStr","LFR+GStr","FRASER-CROSS-CU SUPPLEMENTATION EXCLUSION<<BIN>>","FR-XCU","49.2055666942857","-122.264656752857","Bin","9006","CK-9006",5,294,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - Historic run presumed extirpated; LF-fall have been added",2013-07-18,"100-026700-06000-00000-0000-0000-000-000-000-000-000-000","100-025956-057184-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
2,181,"CHEHALIS RIVER","Stream","CK","49.274249937","-121.935961708","LFR","GStr","LFR+GStr","FRASER-CROSS-CU SUPPLEMENTATION EXCLUSION<<BIN>>","FR-XCU","49.2055666942857","-122.264656752857","Bin","9006","CK-9006",5,46042,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - UF-spring have been added",2013-07-18,"110-090200-00000-00000-0000-0000-000-000-000-000-000-000","100-077501-094860-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
3,34,"STAVE RIVER","Stream","CK","49.172486809","-122.423514079","LFR","GStr","LFR+GStr","FRASER-CROSS-CU SUPPLEMENTATION EXCLUSION<<BIN>>","FR-XCU","49.2055666942857","-122.264656752857","Bin","9006","CK-9006",5,48009,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - moved to FR countbin 5Feb13 per the Jan13 update of southern CK units;  spurious NUSEDS obs",2013-07-18,"100-047100-00000-00000-0000-0000-000-000-000-000-000-000","100-046202-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
1,697,"CAPILANO RIVER","Stream","CK","49.321134611","-123.141135133","SC","GStr","SC+GStr","SOUTHERN BC-CROSS-CU SUPPLEMENTATION EXCLUSION<<BIN>>","sBC-XCU","49.6700559602","-123.9408785558","Bin","9007","CK-9007",5,49873,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - Hatchery dependent using LF-fall and EVI-Qualicum/Puntledge",2013-07-18,"900-071100-00000-00000-0000-0000-000-000-000-000-000-000","900-083503-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
2,760,"CHAPMAN CREEK","Stream","CK","49.439923716","-123.723047806","SC","GStr","SC+GStr","SOUTHERN BC-CROSS-CU SUPPLEMENTATION EXCLUSION<<BIN>>","sBC-XCU","49.6700559602","-123.9408785558","Bin","9007","CK-9007",5,48672,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - Additions of EVI-Qualicum/Puntledge",2013-07-18,"900-120400-00000-00000-0000-0000-000-000-000-000-000-000","900-127577-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
3,792,"LANG CREEK","Stream","CK","49.776873147","-124.370715863","SC","GStr","SC+GStr","SOUTHERN BC-CROSS-CU SUPPLEMENTATION EXCLUSION<<BIN>>","sBC-XCU","49.6700559602","-123.9408785558","Bin","9007","CK-9007",5,49002,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - Additions of EVI-Qualicum/Puntledge",2013-07-18,"900-278100-00000-00000-0000-0000-000-000-000-000-000-000","900-281581-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
4,798,"SLIAMMON CREEK","Stream","CK","49.895329682","-124.604671052","SC","GStr","SC+GStr","SOUTHERN BC-CROSS-CU SUPPLEMENTATION EXCLUSION<<BIN>>","sBC-XCU","49.6700559602","-123.9408785558","Bin","9007","CK-9007",5,49062,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - Additions of EVI-Qualicum/Puntledge",2013-07-18,"900-286000-00000-00000-0000-0000-000-000-000-000-000-000","900-289325-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
1,62,"CHILLIWACK RIVER","Stream","CK","49.125663977","-122.09816613","LFR","GStr","LFR+GStr","FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>","Chil_transp_F","49.1024819885","-121.895183065","Bin","9008","CK-9008",5,696,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - Feral population stemming from Harrison transplant to Chilliwack hatchery; Presumed to include the hatchery but this should be checked.",2013-07-18,"100-065700-09700-00000-0000-0000-000-000-000-000-000-000","100-064535-057628-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
1,442,"OKANAGAN RIVER","Stream","SEL","49.076369878","-119.518180082","OK","ORWA","OK+ORWA","OSOYOOS","Osoyoos","49.076369878","-119.518180082","Current","L-01-01","SEL-01-01",1,1864,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"310-000000-00000-00000-0000-0000-000-000-000-000-000-000","300-432687-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
1,2440,"CHILLIWACK LAKE","Lake","SEL","49.082790146","-121.455945868","LFR","GStr","LFR+GStr","CHILLIWACK-EARLY SUMMER TIMING","Chilliwack-ES","49.0489189915","-121.432305181","Current","L-03-01","SEL-03-01",1,45092,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"100-065700-09700-00000-0000-0000-000-000-000-000-000-000","100-064535-057628-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
2,85,"DEPOT CREEK","Stream","SEL","49.029287943","-121.401516677","LFR","GStr","LFR+GStr","CHILLIWACK-EARLY SUMMER TIMING","Chilliwack-ES","49.0489189915","-121.432305181","Current","L-03-01","SEL-03-01",1,7726,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - Data from Tracy Cone-November 2015",2015-11-23,"100-065700-09700-72300-0000-0000-000-000-000-000-000-000","100-064535-057628-724358-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
3,63,"UPPER CHILLIWACK RIVER","Stream Segment","SEL","49.015047837","-121.408664494","LFR","GStr","LFR+GStr","CHILLIWACK-EARLY SUMMER TIMING","Chilliwack-ES","49.0489189915","-121.432305181","Current","L-03-01","SEL-03-01",1,46986,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"100-065700-09700-00000-0000-0000-000-000-000-000-000-000","100-064535-057628-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
1,2441,"CULTUS LAKE","Lake","SEL","49.075070392","-121.981723428","LFR","GStr","LFR+GStr","CULTUS-LATE TIMING","Cultus-L","49.075070392","-121.981723428","Current","L-03-02","SEL-03-02",1,45093,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"100-065700-09700-13300-0000-0000-000-000-000-000-000-000","100-064535-057628-134797-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
1,192,"BIG SILVER CREEK","Stream","SEL","49.575593911","-121.828699713","LFR","GStr","LFR+GStr","HARRISON-DOWNSTREAM MIGRATING-LATE TIMING","Harrison-(D/S)-L","49.5903582808333","-121.951403927917","Current","L-03-03","SEL-03-03",1,46072,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"110-599000-00000-00000-0000-0000-000-000-000-000-000-000","100-077501-616023-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
2,190,"COGBURN CREEK","Stream","SEL","49.534555629","-121.763865212","LFR","GStr","LFR+GStr","HARRISON-DOWNSTREAM MIGRATING-LATE TIMING","Harrison-(D/S)-L","49.5903582808333","-121.951403927917","Current","L-03-03","SEL-03-03",1,46065,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"110-535100-00000-00000-0000-0000-000-000-000-000-000-000","100-077501-550992-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
3,2767,"CRAZY CREEK","Stream","SEL","49.737602518","-122.150106925","LFR","GStr","LFR+GStr","HARRISON-DOWNSTREAM MIGRATING-LATE TIMING","Harrison-(D/S)-L","49.5903582808333","-121.951403927917","Current","L-03-03","SEL-03-03",1,3091,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-11-03,"",""
4,195,"DOUGLAS CREEK","Stream","SEL","49.763613083","-122.15478193","LILL","GStr","LILL+GStr","HARRISON-DOWNSTREAM MIGRATING-LATE TIMING","Harrison-(D/S)-L","49.5903582808333","-121.951403927917","Current","L-03-03","SEL-03-03",1,46083,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"110-987400-00000-00000-0000-0000-000-000-000-000-000-000","100-077501-985523-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
5,2435,"HARRISON LAKE","Lake","SEL","49.326832656","-121.781231845","LFR","GStr","LFR+GStr","HARRISON-DOWNSTREAM MIGRATING-LATE TIMING","Harrison-(D/S)-L","49.5903582808333","-121.951403927917","Current","L-03-03","SEL-03-03",1,45086,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"110-000000-00000-00000-0000-0000-000-000-000-000-000-000","100-077501-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
6,189,"MYSTERY CREEK","Stream","SEL","49.527227691","-121.885686862","LFR","GStr","LFR+GStr","HARRISON-DOWNSTREAM MIGRATING-LATE TIMING","Harrison-(D/S)-L","49.5903582808333","-121.951403927917","Current","L-03-03","SEL-03-03",1,46063,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"110-581900-00000-00000-0000-0000-000-000-000-000-000-000","100-077501-608242-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
7,196,"PURCELL CREEK","Stream","SEL","49.740753612","-122.102049199","LFR","GStr","LFR+GStr","HARRISON-DOWNSTREAM MIGRATING-LATE TIMING","Harrison-(D/S)-L","49.5903582808333","-121.951403927917","Current","L-03-03","SEL-03-03",1,46088,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"110-926900-00000-00000-0000-0000-000-000-000-000-000-000","100-077501-930397-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
8,197,"SLOQUET CREEK","Stream","SEL","49.764999484","-122.202989392","LILL","GStr","LILL+GStr","HARRISON-DOWNSTREAM MIGRATING-LATE TIMING","Harrison-(D/S)-L","49.5903582808333","-121.951403927917","Current","L-03-03","SEL-03-03",1,46093,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"119-025200-00000-00000-0000-0000-000-000-000-000-000-000","100-077501-955583-030689-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
9,194,"TIPELLA CREEK","Stream","SEL","49.743156162","-122.150880396","LFR","GStr","LFR+GStr","HARRISON-DOWNSTREAM MIGRATING-LATE TIMING","Harrison-(D/S)-L","49.5903582808333","-121.951403927917","Current","L-03-03","SEL-03-03",1,46078,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"110-954600-00000-00000-0000-0000-000-000-000-000-000-000","100-077501-955583-005332-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
10,188,"TROUT LAKE CREEK","Stream","SEL","49.341900497","-121.747473848","LFR","GStr","LFR+GStr","HARRISON-DOWNSTREAM MIGRATING-LATE TIMING","Harrison-(D/S)-L","49.5903582808333","-121.951403927917","Current","L-03-03","SEL-03-03",1,46059,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"110-259000-00000-00000-0000-0000-000-000-000-000-000-000","100-077501-285718-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
11,191,"TWENTY MILE CREEK","Stream","SEL","49.534006602","-121.884021806","LFR","GStr","LFR+GStr","HARRISON-DOWNSTREAM MIGRATING-LATE TIMING","Harrison-(D/S)-L","49.5903582808333","-121.951403927917","Current","L-03-03","SEL-03-03",1,46069,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"110-588000-00000-00000-0000-0000-000-000-000-000-000-000","100-077501-608883-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
1,186,"EAST CREEK","Stream","SEL","49.316789268","-121.883565218","LFR","GStr","LFR+GStr","HARRISON-UPSTREAM MIGRATING-LATE TIMING","Harrison-(U/S)-L","49.3222091383333","-121.879135519167","Current","L-03-04","SEL-03-04",1,46055,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"110-149200-85400-23800-0000-0000-000-000-000-000-000-000","100-077501-154487-942852-185716-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
2,184,"STEELHEAD CREEK","Stream","SEL","49.225314989","-122.351952895","LFR","GStr","LFR+GStr","HARRISON-UPSTREAM MIGRATING-LATE TIMING","Harrison-(U/S)-L","49.3222091383333","-121.879135519167","Current","L-03-04","SEL-03-04",1,46049,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"100-047100-09100-00000-0000-0000-000-000-000-000-000-000","100-046202-085851-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
3,2436,"WEAVER CHANNEL","Artificial Channel","SEL","49.3212","-121.8836","LFR","GStr","LFR+GStr","HARRISON-UPSTREAM MIGRATING-LATE TIMING","Harrison-(U/S)-L","49.3222091383333","-121.879135519167","Current","L-03-04","SEL-03-04",1,45087,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"110-149200-85400-00000-0000-0000-000-000-000-000-000-000","100-077501-154487-942852-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
4,183,"WEAVER CREEK","Stream","SEL","49.314115262","-121.877013462","LFR","GStr","LFR+GStr","HARRISON-UPSTREAM MIGRATING-LATE TIMING","Harrison-(U/S)-L","49.3222091383333","-121.879135519167","Current","L-03-04","SEL-03-04",1,46044,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"110-149200-85400-00000-0000-0000-000-000-000-000-000-000","100-077501-154487-942852-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
1,3492,"CORBOLD CREEK","Stream","SEL","49.616309228","-122.647671105","LFR","GStr","LFR+GStr","PITT-EARLY SUMMER TIMING","Pitt-ES","49.5577069422857","-122.623859115571","Current","L-03-05","SEL-03-05",1,7690,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2013-07-30,"100-026700-56400-00000-0000-0000-000-000-000-000-000-000","100-025956-537523-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
2,3507,"FISH HATCHERY CREEK","Stream","SEL","49.606082504","-122.633743171","LFR","GStr","LFR+GStr","PITT-EARLY SUMMER TIMING","Pitt-ES","49.5577069422857","-122.623859115571","Current","L-03-05","SEL-03-05",1,7695,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2013-07-30,"100-026700-54900-00000-0000-0000-000-000-000-000-000-000","100-025956-522180-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
3,26776,"NORTH BOISE CREEK","Stream Segment","SEL","49.6197527","-122.6599228","LFR","GStr","LFR+GStr","PITT-EARLY SUMMER TIMING","Pitt-ES","49.5577069422857","-122.623859115571","Current","L-03-05","SEL-03-05",1,7691,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - Data from Tracy Cone-November 2015",2015-11-23,"100-026700-57400-00000-0000-0000-000-000-000-000-000-000","100-025956-550352-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
4,2443,"PITT LAKE","Lake","SEL","49.395436004","-122.559996433","LFR","GStr","LFR+GStr","PITT-EARLY SUMMER TIMING","Pitt-ES","49.5577069422857","-122.623859115571","Current","L-03-05","SEL-03-05",1,45095,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"100-026700-00000-00000-0000-0000-000-000-000-000-000-000","100-025956-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
5,3506,"SLOUGH CREEK","Stream","SEL","49.550244386","-122.615439535","LFR","GStr","LFR+GStr","PITT-EARLY SUMMER TIMING","Pitt-ES","49.5577069422857","-122.623859115571","Current","L-03-05","SEL-03-05",1,7696,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2013-07-30,"",""
6,26777,"SOUTH BOISE CREEK","Stream Segment","SEL","49.620630458","-122.661711696","LFR","GStr","LFR+GStr","PITT-EARLY SUMMER TIMING","Pitt-ES","49.5577069422857","-122.623859115571","Current","L-03-05","SEL-03-05",1,7692,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2013-07-30,"100-026700-57400-00000-0000-0000-000-000-000-000-000-000","100-025956-550352-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
7,26806,"UPPER PITT CHANNEL","Stream","SEL","49.548960068","-122.614113364","LFR","GStr","LFR+GStr","PITT-EARLY SUMMER TIMING","Pitt-ES","49.5577069422857","-122.623859115571","Current","L-03-05","SEL-03-05",1,7693,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2013-07-30,"",""
